text,rating,author,date
"I really liked the product, but one aspect that was not good is the fact that vacuuming does not occur as expected from small dirt.  I still think it is necessary to use Vaccum so that the surface is totally clean",4,I do know,4 years ago
Shipped wrong product. Customer service never picked up the phone. Leaving a message was useless. Only responded to email.,1,Ioannes,4 years ago
"I really enjoyed shopping with Karcher, my experience with the company is very good and awesome, I can't wait to shopping again",5,Banky,4 years ago
Got my order without issue.  Put together the K-5 power washer. The instruction sheet could have been printed BIGGER for easier understanding.  Tool worked as I hoped,5,DeanF,4 years ago
Yes I enjoyed visiting your website.  Clean and concise.  Enjoyed getting the extra  wide angle wand!  That was a plus and a useful tool.  I truly like Karcher products.  I've been using them for 15 years.,5,Mercy,4 years ago
Fast shipping and a quality product!I got the unit with 1900 PSI and that is enough to do concrete.For an electric pressure washer it performs well.,5,Morg,4 years ago
My purchase was for my son’s birthday. It came on time and he is very pleased with it.,5,Deb55,4 years ago
"Quick, Easy...VERY FAST!!!...items came well packaged",5,Todd18,4 years ago
Everything went well and delivery was as scheduled,5,Rich,4 years ago
"I really like Kärcher products, however I  have not yet received the SC 3 EASYFIX STEAM CLEANER, yet.The extra pads I ordered arrived two days ago - no use without the steamer...Why don't you wait next time and send the review AFTER you get delivery confirmation.",2,Eric,4 years ago
I never received my order so I cannot comment on device performance. No response yet from customer service on what happened to the delivery,1,Paulo,4 years ago
"When I received my unit it worked excellent for about 15 minutes and just stopped. I was looking it over and there was oil coming out of the back of the motor. I call customer service and was immediately taken care. Since it was in my position for one day, they are shipping me another on and I will be returning this one in the box that my new one arrived in due to me destroying the box not expecting it to be bad. Great service. Email of confirmation very quickly received.",5,annley,4 years ago
"Ordering was quick and easy and my package arrived fast.  My order was correct, and packaged well, I couldn't ask for anything more.",5,Bernie,4 years ago
fast service very nice customer service helped troubleshoot my problem.,4,brg62,4 years ago
"""How do I get shipping/delivery status for my (subject) order?""  This was my E-mail of a day ago.  NO RESPONSE.  No indication of delivery status- continued UPS response to tracking using tracking number given to me by Karcher on 4/16/20 : ""UPS could not locate the shipment details for this tracking number. Details are only available for shipments made within the last 120 days. Please verify your information.""  Karcher either doesn't know or care about providing customer information regarding their orders.",2,disappointed,4 years ago
Fairly easy to navigate the site. Was in search of accessories for my K 3.,5,Andy,4 years ago
I was so happy that I could easily order this part online. Placing the order was quick and easy and the part arrived within a week!  Very good service and results!,5,Cher,4 years ago
"I did my research and chose Karcher K5 premium pressure washer. By purchasing on the website, I received the bonus right angle wand. I was very excited to receive my package In 7days. The Karcher K5 box did not look new. The outside of the box was damaged and it couldn’t come from the delivery service. I opened the box and all the parts was not packaged neatly, it looked like someone threw all parts in the box. There was no foam protection on top only on the bottom.I took out the main body of the power washer and examined the outside structure. On the front of the power washer on the bottom. The main foot stand was broken off the structure. This foot piece look like it was molded with the main front cover. I was very disappointed with this package. I immediately called Karcher warranty department and explained what happened. They immediately looked up the part and said it was in stock. They will send it out as soon as possible. I am hoping able to dissemble the power washer and replaced the piece with no hassle. I have not tried the K5 premium, due to broken piece, but I am eager to use it right away and see it’s performance. I am hoping, I will not have any other issues with the power washer. I would hope the distributor In the future would check the box and make sure they are not shipping a unorganized/ unprotected product before shipment to the receiver.Overall the box looked opened previously and resealed with clear tape and plastic straps. The product looked new.  I would shop here again, due to product  performance  and customer service.",3,Jeff K,4 years ago
"Very easy to order and process.  However submitting a review was not as good. I wrote what I wanted to day but ""not enough characters ""!!",5,Rross,4 years ago
"Absolutely love the KB 5!  It’s is so simple and yet so perfect.  We use ours at least daily, more when we’re cooking.  The KB 5 stands by itself in the corner or can fold flat for a small cupboard.  Just pull the handle and off it goes.  We sweep up all the time and it does a great job on fine sand, garlic skin to whole almonds.  We only have to charge ours like once a month, the KB 5 is great for all your quick cleanups.",5,JDL 39,4 years ago
"I ordered and only half my order came nothing said as I ordered and nothing shift with my order saying sorry we had to back order the other items, no they just didn’t send it.",1,Unhappy100,4 years ago
"Super easy to shop with karcher online. Fast delivery, zero hassle.",5,DBD524,4 years ago
Easy to order and delivery was within a few days. Simple to put together and easy to use.,5,George J,4 years ago
"GREAT JOB, HAVE OWNED A EARLY KARCHER AND WHEN IT WORE OUT PURCHASED NER MODEL.",5,BULL,4 years ago
"I bought the K5 unit with the high pressure reel. The unit took about 15 minutes to put together and works great. I recieved the 90 degree wand and used it to clean my gutter and and also worked very well.  It arrived when I was told it would come. This is my second unit I bought from karcher, the first one was a K2 bandit last 10 years. I hope to get atleast that long out of this one.",5,Martin,4 years ago
"I am really surprised how well this works, the window cleaning solution really cleans well and then using the vacuum to dry the glass after is genius. I’m never going back to the old way of cleaning my windows.",5,Anonymous,4 years ago
Site was user-friendly order was simple delivery was on time,5,Springfield224,4 years ago
I never received the item ordered I did pay for it,1,Ron J,4 years ago
"Purchased the steam cleaner and then radio silence after the first email, no updates, no expected shipping, a little disappointing considering we paid full price for what we think is a premium product. Some communication would be nice.",2,Cpatel823,4 years ago
Don t know yet have not received my order yet!!!!!!,1,Don t have one,4 years ago
Very happy shopping experience Very pleased would recommend to any one,5,Archie3277,4 years ago
Found everything I needed and everything meet or exceed my expectations,5,Pops,4 years ago
The items arrived intact and in a timely manner. The packaging was very secure.,5,Gabby,4 years ago
We recieved the product before expected. Great experience. Steamer SC3 worked great for cleaning grout and the ceramic tile. Made our Stainless steel containers look new.,5,None,4 years ago
I was looking for more accessories for my K2 and it was easy to find what accessories were compatible with my unit. Shipping was faster than expected. I like the product quality.,5,FireLT469,4 years ago
Product arrived early and packaging was in good shape.   Nothing is broken and just waiting to use outside when it gets warm enough.  Thanks!,5,Nick,4 years ago
Received email with currupted PDF format that I was unable to read possibly about delivery. Was unable to contact anyone via email or phone with any information. Received only box 1 of 2. Still unable to contact anyone about the rest of my order.,1,Angry Steve,4 years ago
Awesome shopping experience.  Found what I needed quickly using a part number from the literature that came with my pressure washer.  Shipped for free and received quickly.,5,greg k,4 years ago
Arrived quick. One item on back order. Will see how long that one takes.,4,Kel56,4 years ago
Easy shopping and quick delivery - even during a pandemic!,5,Budamadge,4 years ago
"Excellent shoppong experience, no issues. Product is working well",5,Garyt,4 years ago
Cleaned the floors very well.  Did not realize that they were that dirty!!,5,Michigan Mike,4 years ago
"Fast shipping and good selection of products, good website",5,Polkadot,4 years ago
"Shopping was easy, pictures were clear and my package arrived very quickly",5,Amanda Langston,4 years ago
I was very impressed with the machine...easy set up...and does the job,5,Dave,4 years ago
Received product sooner than I expected.  Lightweight and easy to use.,5,Clean windows,4 years ago
Inexpensive and works exceptionally well. Great value.,5,Jack Burton,4 years ago
"transaction fine, took my money and shipped me a product quickly. When I went to use my electric pressure washer for the first time it didnt work, didnt even turn on. Now ive tried to call in a warranty claim for a week with no answer. I understand under current times resources/manpower is limited but what am I supposed to do going forward.",1,Justin,4 years ago
Excellent service and fast shipping  I was pleased with the service,5,George,4 years ago
I am thrilled with the product. It arrived in 4 business days which was perfect for the weekend. The parts weren’t properly secured so R clips were missing so I had to run to the parts store to pay for and get them during Covid19 which was not fun.,4,kbrice71,4 years ago
Product shipped quickly and was is perfect condition,5,JohnJ,4 years ago
I received my order very fast.  Was easy to assemble and works very well.,5,AP001,4 years ago
"Easy to find what I want, and easy to order.   Quick delivery, too.",5,rmmflorida,4 years ago
"Got some items, but back ordered items I really needed. Not that good an experience sorry!",2,Another Customer,4 years ago
Fast delivery !!  Excellent pressure washers!!!  ive used Karcher for many years and love the reliability of them.,5,Dave,4 years ago
"Shipping was fairly quick, and the pieces were exactly what was needed in order to make my powerwasher functioning again!",5,ashleyh,4 years ago
extremely prompt shipping with excellent notifications,5,peter,4 years ago
"things went smooth and very quick, ordered on a Monday received on Friday",5,Stout,4 years ago
Perfect part. Easy to order. Quick delivery.  Thank you,5,Cunningham,4 years ago
Fast service and kept me informed through the whole process,4,Joey,4 years ago
I received my requested product timely . Will shop here a,4,Lee S,4 years ago
Easy to find the product I was looking for. It also arrived on schedule.,5,Mhaynes,4 years ago
"Easily found the item I was looking to replace, the order was shipped promptly and received quickly.",5,WTguy,4 years ago
Easy online shopping experience and fast delivery service,5,Debbie,4 years ago
My order was missing the wand for my pressure washer...  now I can’t use it until I get a new wand in 3-5 business day’s...  already waited a week to get it...  now I have to basically wait another week to use it...  I was hung up on during my first call for a wand...  had to make a 2nd call... this has been nothing but a pain,1,JasonRozy,4 years ago
"Very straightforward ordering process, a great deal and very helpful customer support when I made a mistake on the order. Arrives very quickly too given the current global circumstances. Thank you!",5,James,4 years ago
Order was received in a timely manner and well packaged.,5,jorhr,4 years ago
Everything worked out in the end; it was a little confusing because it looked like it had placed my billing address as my shipping address.,4,Rijksband,4 years ago
Easy to use the website to find my purchase and order,5,Sparky Guy,4 years ago
"Great power washer, super powerful, already cleaned the concrete driveway, the house facade, the car and the patio deck!",5,Pierre 33,4 years ago
The filters are what I needed. Took a little longer to get them then I thought.,4,092951,4 years ago
Easy ordering and the shipping was quick.  Price was a little higher than on other sites but I was sure of what I was getting here.,4,dickyfins,4 years ago
Received order in less than a week and in great condition.,5,Dugan75,4 years ago
"It was a fast, simple and easy purchase. With a prompt delivery.",5,Trucker1950,4 years ago
"It was an easy site to order from.  Just struggled finding out if the part I needed was compatible with my power washer, so I took a shot and when it arrived it was not compatible.  I returned it.  The cost to ship it back was 1/2 the cost of the part, so that was disappointing.  The person who helped with the return was great and gave me the part number I needed so I could get it from a third party.",3,Jeff B,4 years ago
It was easy to shop with Karcher and I received the sweeper in a  double-boxed package quickly. Great product!,5,Joe84,4 years ago
"Great, got my product correctly. But the shipping could have been faster.",4,Joel,4 years ago
Love my product and would tell my neighbors about it,5,Wittaca,4 years ago
Got product right away. Tried it today works great.,5,Hfhiii,4 years ago
"Online shopping is easy and fast.  I received my order within a week.  Love my new Karcher steamer.  Like having a new toy to play with.  Best of all, it cleans with water.  No harsh chemicals needed.",5,Patty,4 years ago
Very easy to order online and a very quick delivery!,5,sryan,4 years ago
"I just received the 2 gallons of detergent I purchased for my new system. It took a bit longer than I thought it would , but that was OK as I lay the delay on the current health issue.",5,Mike,4 years ago
The extension hose was just what I needed. It was delivered to home sooner than I expected.,5,Swanny83,4 years ago
The Karcher webvsite is well organized and easy to use.,4,OHPC,4 years ago
I  was satified with my purchase    thanks very much,5,fuzzy,4 years ago
Order came really fast. I’m so happy I choose Karcher. The quality is way superior and I’m so happy with our new steamer. I already started using and was super easy to assemble.,5,crissycouto,4 years ago
"I was displeased to see that my pressure washer was made in China. The product appears to be great quality, but probably wouldn’t buy again unless it was made anywhere else in the world. I don’t support communist regimes who lie and aid in spreading nasty viruses around the word.Overall, great pressure washer and it works exactly as I hoped. Beautiful design.",4,Daviddd,4 years ago
"Work well and you don’t  get very wet, customer service was great",4,JJMAC,4 years ago
"My last Karcher power washer lasted many years.  This one arrived in just a few days, looking forward to using it.",5,Jbart,4 years ago
Good service. Good company. I would recommend this company and their products. Everything works as advertised. Thanks.,5,Walt,4 years ago
"I had difficulty finding a site to actually order the floor solution,",3,Magoo,4 years ago
Service was great and I received the pressure washer within 4 days.,5,Lark,4 years ago
Easy to use website. Complete order arrived in a timely manner.,5,Mike R,4 years ago
High quality product. Shipping was much quicker than expeted.,5,TN farmer,4 years ago
"I RECEIVED THE POWER WASHER MONDAY AND HAD A CHANCE TO USE IT TODAY. EVERYTHING WORKED OUT REALLY WELL. THANK YOU,RONNIE.",5,RONNIE 72,4 years ago
"I easily found the pressure washer I wanted (it wasn't available anywhere else for immediate shipment) and was very happy to find that it was also on sale. It was shipped the next day and I got it a few days later. Unfortunately it was damaged in shipment (the box was broken wide open), so I called Kärcher and they are sending a new unit.",5,JohnG,4 years ago
Package arrived undamaged and everything was in place. Assembly was pretty easy. A big bonus goes out to customer service. I forgot to add the code for the feee angle wand and after emailing them and asking if they could add it for me then replied back to me that day and added for me with no hassle. Although I wish a extra screw was included. I dropped one screw and it managed to fall into the one place inside the spayer where I was unable to retrieve it. But that is on me and not Karcher’s fault.,5,Ion Storm,4 years ago
Good product with fast delivery....would shop here again!,5,Sean,4 years ago
"Site was easy to use, washer was shipped immediately. Very happy with service & product",5,ranjohn,4 years ago
"This is my second hard floor cleaner from karcher.1st one was from costco, died after only 1 week of use",5,Adel,4 years ago
"It was very easy to order.  Everything came at same time, quickly, and all there.",5,Cajundyi,4 years ago
Website was so easy to use. Order arrived on time.,5,dadams,4 years ago
Easy to order. Purchase packaged nicely and delivered quickly.,5,Lisa,4 years ago
Washer was delivered promptly however I did not receive an email with tracking information.,4,FGS1217,4 years ago
Shopping experience was good and received the items quickly and ahead of schedule.  No surprises which is how I like it.  Have not tried them yet but all items were included and arrived in good order.,5,Pete,4 years ago
I ordered 2 accessories. One came within a few days . I am still waiting for the other even though it was shipped some time ago. The email updates on order status are confusing too compared to almost any other vendor I have used.,2,MikeJ,4 years ago
Quick and easy. Replacing my old Kärcher after at least 10 years of great service!!! Wouldn't buy anything else.,5,GEBARCH,4 years ago
"I like shopping with the manufacturer, no middlemen and a nice sale price as well!",5,Mako,4 years ago
Actually I'm trying to return an item since 3/22 to exchange for a different item and have not received any response.,2,Kathyk850,4 years ago
I received my order fast and am able to use it. What a huge difference have a longer hose. Love myPressure washer.,5,Ron3588,4 years ago
"Easy start-up. Performs well. However, had hard time getting in touch with customer service.",5,John,4 years ago
"order process and shipping were fine, but the product did not work when it arrived.  New wand just kind of sputtered.",2,miahshodan,4 years ago
Product exceeded my expectations. Appears to be well made and should last for many years. Cut my cleaning time by at least 50%.,5,whk4344,4 years ago
Easy site to shop and a quick response and delivery.,5,Rivervalleydogman,4 years ago
Easy to order online fast 3 day shipment.  Used it yesterday and it is quieter than our old pressure washer.,5,LakeGuy,4 years ago
"I had a quick response to my question about an accessory for an older model pressure washer, and once I ordered, the item arrived quickly.",5,bbarnezz,4 years ago
Shopping from the Karcher site was SO easy and the product delivery was SO fast!,5,BethB,4 years ago
Ordered 3/8/20. Have not received my order yet got a shipment confirmation on 3/9 but have not received my order yet,1,Pam103,4 years ago
"Shopping on the site was easy and a good experience.  The item I ordered was the same as received.  It was an easy transaction and the communication was great.  The shipment arrived a day earlier than expected so the delivery was very fast.  I love doing business wit people that follow through with what they say.  Excellent people to do business with.Thank you so much,And for caring how the transaction went.A+++++++++ transaction.",5,Stickshift,4 years ago
Personnel is always very pleasant to deal with. Emails are answered in a timely fashion.,5,Grumpy,4 years ago
"Well packaged , item as ordered, however I received a bank alert after purchasing",5,Jane65,4 years ago
The store could never keep it in stock so decided to shop here and I was not disappointed.  Found a great dale and was able to buy extra accessories that didn't even know went with my pressure washer,5,Tshirt312,4 years ago
Website is very easy to use and makes it enjoyable to use. Products are easy to find and purchase.,5,Eric3347,4 years ago
"What a little gem this electric broom is! We live in a 1200 square foot, two bedroom, two bath apartment with a cat and dog. There is very low pile carpeting in the bedrooms, hallway, living area, dining area, and between the kitchen stove and center island, where the sink and garbage can are. The rest of the floors are hardwood, and tile in the bathrooms. This product picks up everything from every one of those surfaces. I use it three to four times daily, and charge it during the night while we are sleeping. My only wish is for a battery with a longer operating time, say 60 minutes instead of 30. I highly recommend this product, and company.",5,Mrs Clean,4 years ago
Had what we needed and sent out quickly. Easy to use,5,RDRALK,4 years ago
Came when promised. Great product wish we had it 10 years ago,5,Lmbspring,4 years ago
Customer service with this company was above and beyond! My product was top of the line and everything I had hoped for!,5,Lenny,4 years ago
The site was easy to use and product information was very informative for making a decision.,5,HDUltra,4 years ago
Quick and easy ordering along with prompt delivery.,5,power user,4 years ago
I didn't get everything that I ordered and I was not informed of the reason my order was not complete,4,George,4 years ago
"Shopping was easy, Product arrived fast as promised with no shipping issues.",5,Carl1421,4 years ago
"Order was handled very well, quick delivery to our home",5,Jimengaz1,4 years ago
"This was my first time ordering from Karcher. Actually, it was the first time I'd ever heard of them. A quick Google search on Karcher brings up raving reviews all around. I'm so glad I stumbled across them and their products. Fast shipping and so far the product quality is outstanding.",5,Anonymous,4 years ago
My item arrived in good condition by the time predicted.,4,jc engineer,4 years ago
I enjoyed shopping here. Would definitely recommend.,5,Corbett71,4 years ago
"Karcher WD5 is a great vacuum cleaner. It has great suction and the build quality is excellent. I love using it to pick up dirt and heavy dust, it does an amazing job. I prefer to use it with the fleece filter bags which makes it really easy to clean it up, you simply dispose off the filter bag full of dirt and dust.",5,MMDD,4 years ago
Don't want your money & time>>>Cheap plastic junk >>all of the little plastic looks broke first time I see no way to repair broken parts & other things are to high,1,BRANDY,4 years ago
"Good product, fast service. Easy fast delivery. Web site easy to follow.",5,Marcus,4 years ago
"I enjoy shopping by kaercher. Shipping wars quickly, the product are great.",4,Jerry06,4 years ago
Great shopping experience.  Excellent.  Thank you very much!,5,Denise,4 years ago
Quick service. Very god price. To bad the product has major weaknesses like the front leg support,5,MannyA,4 years ago
The party that I ordered this for has not yet received the item.  Where is it? I should get a e-mail that it has been shipped but now I have to try and find it.,1,Martin,4 years ago
Very fast shipping and smooth process...............................................................,5,Miguel,4 years ago
Shopping was fairly easy. I purchased the newer white hardwood floor vacuum/mop but I have not had a chance to try it on my hardwood floors yet. It looks like it should work well and it is well made for the price.,5,Joeanne,4 years ago
"The Shopping with Kärcher was excellent. However I ordered the wrong size and cannot use it. I need 280 mm for my squeege. It is too much work for me to return it, so I just take the loss.",5,Goodone,4 years ago
Received it on time. Used it yesterday seems to clean well,5,Cookie,4 years ago
"This was one of the worst online shopping experiences I've ever had.  From not being able to use a PO Box for a billing address to not getting CSR to answer, to getting emails bounced back. Just overall a bad experience. Luckily the item is fine.",1,US Manufacturer,4 years ago
Everything ok keep up the good work congratulations,5,Niko1976,4 years ago
Very well satisfied and fast shipping !  Great experience for a well run company !,5,Jimmy,4 years ago
"The ordering process was as it should be, I.e. painless & accurate.",5,Tomy,4 years ago
The ordering process was very simple. The order arrived in a few short days.  My new vacuum is great!,5,Dutch,4 years ago
"A very good shopping experience! The product is good quality, the price was fair and the shipping was fast. Overall, I would buy more accessories from the Kärcher site as I need them.",5,stemills,4 years ago
Ordered 2 units to my different friends on Jan. 26. They did not received orders. No tracking numbers to trace. Numerous and lengthy attempt to contact Karcher unsuccessful. They just dropped calls after long waiting time.,1,Cleaning,4 years ago
Received my order very fast. Was very well packed.,5,glaserberl,4 years ago
Shipping was great-  fast and good communication updates on shipping status.,5,LandShark,4 years ago
"It was easy to find the product I was seeking, and it arrived within just a few days.",5,Hardfloor,4 years ago
"I RECEIVED MY PACKAGE IN RECORD TIME.  HAD TO WAIT FOR A NICE DAY TO USE MY NEW K3 POWER WASHER.  IT WAS A LITTLE DIFFICULT TO GET THE WHEELS ON AND WE CALLED SERVICE WHO WERE HELPFUL AND DID FINALLY GET THEM ON.  USED  IT TO CLEAN MY DRIVEWAY AND IT DID A REALLY NICE JOB.  I HAD A KARCHER BEFORE. IT FINALLY DIED, BUT THAT DID NOT DETER  US FROM GETTING ANOTHER ONE.",4,LAINIE37,4 years ago
I received my order quickly and its perfect for my needs!,5,terri g,4 years ago
The website was simple and easy to navigate.My order was delivered promptly and in great condition.The product itself was actually better than I expected and I am very pleased.,5,Aloe56,4 years ago
"Easy to shop, nice promotion, shipped free with UPS 3 day shipping. The styrofoam inside the box was crumbled and made lots of little pieces, but that wasn't Karcher's fault, and the device was not damaged. So all in all, it was a good shopping experience.",5,TanMan,4 years ago
The product was received in a timely manor and in good condition. It was easy to assemble and all the parts were included. There are many thoughtfull ideas incorporated into the design and it works well. I would definately recommend this pressure washer to any home owner. I think it is a very good value.,5,MikeO,4 years ago
Easy ordering and the floor cleaner was delivered when scheduled.,5,SteveG,4 years ago
"The ordering process was very user friendly, received shipping information and was delivered in a timely fashion. Very hsppy",5,Susie,4 years ago
Product as ordered and performs wellEasy to assemble,5,Jim F,4 years ago
I was very happy with both the service and the quality of the product.,5,Bart,4 years ago
Shopping here was a good experience and all items were rapidly received and packaged substantially in order to protect the items.,5,Mad Dog,4 years ago
The person on the phone was very polite and professional and friendly. I enjoyed shopping with y’all,5,cowboy 00,4 years ago
Shipping was fast and hose worked perfect. Price was a little better than I found anywhere else.,5,Dave,4 years ago
Received my pressure washer with speed and great condition. Also ordered hose extension. Was hoping extension would roll into reel together.,5,Jag46,4 years ago
Merchandise came quickly and was just what we needed and at a good price.,5,jdon,4 years ago
Great service.received item quickly.would shop here again.,5,Tpfund,4 years ago
Loved the freebie with my purchase which was easy and offered PayPal.,5,Claudia,4 years ago
Order was just as I expected in perfect condition. Free shipping was a plus.,5,Carly2,4 years ago
This rating is only for the shopping experience and offers no opinion about product performance. Use of the website and payment system was easy and completed with no problems. Several after sale emails were received to confirm order and then to advise on delivery progress. Delivery was received within the promised window.  Product packaging was in good condition at time of delivery. One part was found to be broken dining the unboxing / assembly process. Unable to determine if broken part was a result of manufacturing or shipping. Customer Service agent had a great deal of difficulty identifying the broken part and left me on hold for over 20 minutes. Replacement part has not arrived yet and I don’t have high expectation that I will be receiving the correct part.,4,Nprvl,4 years ago
Shopping was easy and product descriptions were clear.  I received my order promptly.  I was a little taken aback when my electric broom was delivered in a box that was emblazoned with UN HAZMAT ID numbers and no clear indication of who sent it or what it was.  It wasn't until I removed the overpack that I found out what hazardous item was contained within.  I didn't realize batteries were THAT dangerous.,5,Nikkio,4 years ago
"I've had my eye on this item for awhile and when Karcher put it on sale, I jumped on it. I usually don't order directly from the manufacturer. It was a very pleasant surprise ordering from their website. Easy to navigate through the process. Free shipping. Fast delivery. What more could you ask for",5,Jls60,4 years ago
"I received my pressure washer seven days after it was ordered.  That was not too long, because of the holidays. It was worth the wait!",5,Hackerignap,4 years ago
Very easy site to navigate and find what was needed. Great equipment to boot!,5,CleanTile2020,4 years ago
The order came very quickly.I bought the 1800 psi that you pull behind you as you progress.One of the front wheels tho keep coming off. I’ll have to check that out more to keep it from doing it again,5,Method loves to powerwash,4 years ago
Good interaction with customers with online website,5,Arizona Dave,4 years ago
I still didn't receive my package.                 .,2,Andrey,4 years ago
It was a great experience! My order was delivered on time!,5,Jackson,5 years ago
It’s been 8 days since I’ve order my item and still haven’t got it. I guess I’ll buy a whole new one for one part to make it work right and I can work around the house.,1,Anonymous 101,5 years ago
Simple and easy to order.  Good explanation of product.,5,Dean,5 years ago
I have not received my order.... now over a week old... e -mail said it was shipped over & Days ago!,1,david,5 years ago
"Shopping was easy, could have had better explanations on what you will receive when you order. But overall good and fast delivery.",5,Bee76,5 years ago
Great product!! Would Highly recommend!! Love IT!!,5,Leslie,5 years ago
Received order in a timely fashion - was packed well by Sam - very satisfied. Thank you,5,Wm226,5 years ago
Don't know if I had a good experience  or not as I haven't received my product yet.  So far the ordering and payment was quick and satisfactory.,3,James,5 years ago
Shopping online was good but no tracking number to track shipments.,3,Bradley,5 years ago
"I have not received my order, which is concerning me since Christmas is in 2 1/2 days.  I called customer service during business hours but was told they were closed, so I have yet to be helped with this problem.",1,unhappyinpa,5 years ago
"Time to delivery is horrible, the product is the best, but you know existe fast delivery",1,Juan,5 years ago
Why would you ask for a review when I'm still waiting for my order?,2,BobH,5 years ago
Came quickly seems to work ok will wait a few months to see if it a good product,4,Butch,5 years ago
"While a bit of a challenge to locate accessories for my Karcher wet-Dry vacuum through mu original point of sale, I was able to find the one I wanted at the Karcher USA website.  My order came fairly quickly, was well-packaged.",5,Dave723,5 years ago
customer service was ok after I calked 4 different numbers to finally speak with someone Then I got a call back from them to tell me its on its way Its been over a week now and still no tracking number Not sgood way to do business to leave a customer hanging and by the looks of it it wont be here for. xmas,2,marty,5 years ago
"quick easy to use web site, quick shipping could not beat the price anywhere",5,terr,5 years ago
"i was impressed with the speed of delivery.  I didn't get any answer to my email question which was somewhat disappointing, but was happy that my package arrived in the timeline quoted on site.",4,Gail,5 years ago
"Great experience, easy and well laid out web site.",5,Deano,5 years ago
Easy to find what I needed on the website and the rest was just as simple.  First rate!,5,Steve,5 years ago
Ordering process was easy and I received my unit on the day they said I would.,5,GeoMack,5 years ago
I received the packages on time and in good condition.,5,rgjr,5 years ago
"The only thing I felt that could have been clearer was the tracking number. The delivery note listed the tracking number as ""Bill of Loading"" number.",4,SchnellRS,5 years ago
received my car care pressure washer really quick and no issues at all.  very pleased,5,brandi,5 years ago
Web site was easy to use and delivery was very quick!,5,Bob58,5 years ago
Enjoyed the shopping and receiving the confirmation after placing the order. The only problem I had was not receiving any status updates. I waited 4 days after receiving the confirmation for the shipment message. I finally had to call to find out the status.,4,Alej,5 years ago
Received order faster than I thought and the process of ordering was easy,5,RDeSpain,5 years ago
"Shopping on the website was easy enough, but I still haven't received the product and feel that the delivery time is much longer than it should be",3,christy59,5 years ago
"I ordered an electric power washer, the cost of it was taken out of my bank account, I never received the product even after getting a confirmation email that it was delivered. Got nowhere with customer service as of yet still waiting to hear where the power washer is.",1,Teddy2,5 years ago
I’ve been debating on purchasing the floor cleaner for a while. This holiday season I decided to buy one. Checkout was simple and my cleaner arrived yesterday. feels well made and so far we’re a Happy with our purchase.,5,AllenFTL,5 years ago
"Shopping on website was easy. Could improve on order process time , providing expected arrival and tracking info.",4,Peter,5 years ago
We have not yet received our complete order.  We received the wet and dry vac.  This little machine works wonderful.  Looking forward to our Premium floor cleaner.  Not sure when but waiting..thank you,4,Tjjn,5 years ago
I needed a part for an older sprayer.  They had it and shipped it quickly.,5,User,5 years ago
Item arrived as promised.  I did my homework and know this is the right pressure washer. I have not used it yet as it is a gift wrapped under the tree for my son.,5,Anonymous,5 years ago
haven't received the pressure washer yet! will give you an update after i get it.,4,Deaf Dave,5 years ago
"The order was handled smoothly.  I appreciated that the product was on sale.  I already own this washer at another location and really like it, so I'm pleased with this one as well.",5,Oklahoma Guy,5 years ago
Did not receive the second pakage. Also did not receive tracking numbers. Rest was easy.,3,EugeneGTI,5 years ago
I have not received my Kärcher. It was supposed to arrive last week. Please contact me (650) 521-6058.,1,LisaA,5 years ago
It was a very fast and easy transaction to complete!,5,JLPH,5 years ago
It had a hard time with your system to place the order. Customer Service dit no return my call to them,1,Ben83,5 years ago
No real issues here. I got a good deal and it was delivered within few days.,4,Sang,5 years ago
great55555555555555555555555555555555555555555555555555555555555555555,5,thrr,5 years ago
"The cordless vacuum cleaner was easy to assemble, has great dirt pickup. So far, so good with the product",5,LTCDacy,5 years ago
Shopping on your website was very easy and the delivery of the item purchased was made in only a few days.,5,Frank,5 years ago
Pain to get the tracking information and when I called to try and get it nobody would help me and eventually got hung up on,1,Hunter,5 years ago
Easy to find and order products.  Good visuals and timely delivery.,5,SteveT,5 years ago
"It was fast, easy and great service. I really like my floor cleaner!",5,Cheryl W,5 years ago
Shopping was very easy and my order was delivered fast!,5,grammie,5 years ago
Shopping was easy and I received my order quickly.,5,Pitman,5 years ago
Arrived on-time and packaged well. Great Product!!,5,DukeFan1974,5 years ago
Easy web site to navigate and check out and delivery info were great.,5,Warti 4687,5 years ago
Everything went smoothly with the purchase.  I would shop here again.,5,Cw4retired,5 years ago
The web site very helpful for shopping as well as use of the product. Must faster delivery than expected.,5,Wotan,5 years ago
Recieved order very fast. Would like to have a tracking number to track shipment.,5,Richard,5 years ago
Fast delivery and easy transaction. Very satisfied with other Karcher products.,5,Christmas gifts,5 years ago
Easy to shop and arrived quickly. Packed well and sealed so the cleaning fluid did not leak. Very pleased.,5,EPed,5 years ago
The website is clear. Easy to find things.And they had a great deal when I bought my steam cleaner.,5,Agaa,5 years ago
"Fast delivery awesome machine!  For any clean fanatic...the FC5 is sheer genius.  It uses little water and really cleans the floor.   NO dirt after you clean !   Get it , you won't regret it!",5,smythe,5 years ago
My order was immediately acknowledged. It arrived promptly and in good condition. I would definitely trust ordering from them again.,5,Marse102,5 years ago
Web site was easy to navigate. No problems with ordering or delivery of products ordered.,5,Cuda,5 years ago
